Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month
C2951,77300,57,33,35,0.43,16,-40,1
C2952,43300,0,80,0,0.72,29,-8,0
C2953,46400,13,100,0,0.64,23,14,0
C2954,20000,64,57,50,0.46,38,8,0
C2955,45800,27,41,92,0.68,90,-20,2
C2956,21200,52,42,62,0.73,14,56,0
C2957,33800,0,79,0,0.93,6,-16,0
C2958,23700,73,6,81,0.66,37,-3,1
C2959,26500,90,0,84,0.7,76,-20,0
C2960,38300,40,42,79,0.27,11,-29,1
C2961,20000,0,83,57,0.63,35,0,0
C2962,56900,1,97,12,0.49,33,-11,0
C2963,20000,36,58,73,0.73,0,23,0
C2964,28300,52,18,79,0.1,86,24,3
C2965,38400,65,10,36,0.72,1,37,1
C2966,24100,41,67,23,0.95,0,-33,0
C2967,84800,23,92,3,0.56,0,-34,0
C2968,20000,100,0,26,0.74,0,-36,0
C2969,30200,20,43,41,0.66,67,13,2
C2970,39500,69,20,39,0.53,0,-23,0
C2971,109100,50,45,32,0.7,22,-6,0
C2972,22900,51,61,0,0.72,0,-37,0
C2973,44400,0,98,81,0.64,34,34,1
C2974,25800,32,83,0,0.83,16,-25,0
C2975,28500,38,71,23,0.84,8,19,0
C2976,57000,27,59,12,0.61,1,0,0
C2977,20000,37,49,49,0.56,90,7,1
C2978,62600,97,15,0,0.61,0,-27,0
C2979,35500,7,42,22,0.76,18,8,0
C2980,32000,100,0,58,0.44,90,-35,3
C2981,27000,42,61,0,0.9,2,-3,0
C2982,26300,27,100,0,0.74,64,11,0
C2983,26000,78,0,11,0.4,33,-10,0
C2984,22700,55,25,6,0.52,14,-8,1
C2985,35700,41,88,0,0.65,6,-14,0
C2986,20000,60,0,44,0.18,8,-41,2
C2987,37900,29,52,31,0.92,0,7,0
C2988,20000,46,61,34,0.79,45,-21,0
C2989,25500,24,100,18,0.85,58,19,0
C2990,45800,33,91,6,0.47,60,-15,1
C2991,22800,20,55,14,0.34,0,12,0
C2992,58400,52,89,51,0.58,27,-5,1
C2993,22500,43,49,0,0.77,0,-20,0
C2994,36600,69,40,6,0.59,0,-18,0
C2995,26100,61,46,73,0.54,0,21,0
C2996,62300,25,66,17,0.64,69,-1,1
C2997,64900,48,76,9,0.51,56,31,0
C2998,20000,43,62,24,0.73,9,5,0
C2999,31300,90,17,46,0.9,13,0,0
C3000,39200,48,23,41,0.56,32,-17,1
